
dmconfig.dll:     file format pei-i386
dmconfig.dll
architecture: i386, flags 0x0000010b:
HAS_RELOC, EXEC_P, HAS_DEBUG, D_PAGED
start address 0x6cc6aaa0

Characteristics 0x210e
	executable
	line numbers stripped
	symbols stripped
	32 bit words
	DLL

Time/Date		Sat Aug 25 04:37:35 2001
Magic			010b	(PE32)
MajorLinkerVersion	7
MinorLinkerVersion	0
SizeOfCode		0004c600
SizeOfInitializedData	0007fc00
SizeOfUninitializedData	00000000
AddressOfEntryPoint	0002aaa0
BaseOfCode		00001000
BaseOfData		0004e000
ImageBase		6cc40000
SectionAlignment	00001000
FileAlignment		00000200
MajorOSystemVersion	5
MinorOSystemVersion	1
MajorImageVersion	5
MinorImageVersion	1
MajorSubsystemVersion	4
MinorSubsystemVersion	0
Win32Version		00000000
SizeOfImage		000cf000
SizeOfHeaders		00000400
CheckSum		000510a4
Subsystem		00000003	(Windows CUI)
DllCharacteristics	00000000
SizeOfStackReserve	00040000
SizeOfStackCommit	00001000
SizeOfHeapReserve	00100000
SizeOfHeapCommit	00001000
LoaderFlags		00000000
NumberOfRvaAndSizes	00000010

The Data Directory
Entry 0 0004d430 00000062 Export Directory [.edata (or where ever we found it)]
Entry 1 0004c9b8 000000a0 Import Directory [parts of .idata]
Entry 2 000cb000 000004a8 Resource Directory [.rsrc]
Entry 3 00000000 00000000 Exception Directory [.pdata]
Entry 4 00000000 00000000 Security Directory
Entry 5 000cc000 00001e6c Base Relocation Directory [.reloc]
Entry 6 00001230 0000001c Debug Directory
Entry 7 00000000 00000000 Description Directory
Entry 8 00000000 00000000 Special Directory
Entry 9 00000000 00000000 Thread Storage Directory [.tls]
Entry a 00000000 00000000 Load Configuration Directory
Entry b 00000280 00000098 Bound Import Directory
Entry c 00001000 0000021c Import Address Table Directory
Entry d 00000000 00000000 Delay Import Directory
Entry e 00000000 00000000 CLR Runtime Header
Entry f 00000000 00000000 Reserved

There is an import table in .text at 0x6cc8c9b8

The Import Tables (interpreted .text section contents)
 vma:            Hint    Time      Forward  DLL       First
                 Table   Stamp     Chain    Name      Thunk
 0004c9b8	0004cb38 ffffffff ffffffff 0004ce4e 000010e0

	DLL Name: msvcrt.dll
	vma:  Hint/Ord Member-Name Bound-To
	4d3d8	  802  vsprintf	77becce7
	4d3e4	  658  fclose	77bed8f6
	4d3ee	  748  rand	77be528d
	4ce3e	  182  _adjust_fdiv	77c0d388
	4ce34	  727  malloc	77bdac46
	4d3ce	  773  strncat	77bf3790
	4d392	  524  _tolower	77bcc623
	4d39e	  704  isupper	77bcbacf
	4cc74	  765  strchr	77bf3500
	4ce28	  314  _initterm	77be79db
	4ce20	  676  free	77bdaa6b
	4ce16	  192  _atoi64	77bcbe05
	4ce0e	  352  _itow	77bcc179
	4ce04	  805  wcscat	77bf3c88
	4cdf8	  717  iswxdigit	77bccd9f
	4cdee	  824  wcstoul	77bcd7f9
	4cde4	  806  wcschr	77bf3cce
	4cdda	  817  wcsrchr	77bf3ec1
	4cdd0	  697  isdigit	77bcbb43
	4d3a8	  556  _wcsnicmp	77bf299a
	4cdbc	  694  isalnum	77bcbc30
	4cdb4	  280  _ftol	77bfb120
	4cdaa	  661  fflush	77bebe25
	4cda0	  819  wcsstr	77bf3f37
	4cd98	  643  atoi	77bcbe00
	4cd8e	  775  strncpy	77bf3900
	4cd84	  809  wcscpy	77bf3cb2
	4cd78	  729  mbstowcs	77bccf9e
	4cd6e	  807  wcscmp	77bf3cf0
	4cd66	  746  qsort	77be4ff0
	4cd5a	  552  _wcsicmp	77bf26b8
	4cd4e	  785  swprintf	77bec89c
	4cd44	  812  wcslen	77bf3dbc
	4cd38	  707  iswascii	77bcce0d
	4cd2c	  716  iswupper	77bccd75
	4cd22	  793  tolower	77bcc6f3
	4cd16	  712  iswlower	77bccd83
	4cd0c	  794  toupper	77bcc7e6
	4cd00	  713  iswprint	77bccddd
	4ccf4	  715  iswspace	77bccdb0
	4ccec	  318  _iob	77c0ac80
	4cce2	  777  strrchr	77bf3a40
	4ccd8	  688  getenv	77be4dfa
	4ccce	  760  sprintf	77bec813
	4ccc2	  507  _strnicmp	77bf23f5
	4ccba	  669  fopen	77bebf06
	4d3b4	  672  fputs	77bedcc6
	4d3bc	  670  fprintf	77bedc10
	4cdc6	  703  isspace	77bcbbbc
	4ccb0	  783  strtoul	77bcd321
	4cca6	  782  strtol	77bcd30a
	4cc9c	  203  _chdir	77bcec9f
	4cc94	  762  srand	77be5280
	4cc8a	  297  _getpid	77bcf08a
	4cc7e	  503  _stricmp	77bf21a2
	4d3c6	  741  putc	77bedc6e

 0004c9cc	0004cc1c ffffffff ffffffff 0004cfec 000011c4

	DLL Name: ntdll.dll
	vma:  Hint/Ord Member-Name Bound-To
	4cfd4	  462  RtlCreateRegistryKey	77fa2c60
	4cfbc	  856  RtlWriteRegistryValue	77fa2c0b
	4cfa4	  141  NtDeviceIoControlFile	77f7e7d3
	4cf92	  159  NtFsControlFile	77f7e8f3
	4cf7c	  152  NtFlushBuffersFile	77f7e883
	4cf62	  468  RtlCreateUnicodeString	77f58ca1
	4cf54	  191  NtOpenFile	77f7eaf3
	4cf40	  615  RtlInitAnsiString	77f7f5b3
	4cf20	  397  RtlAnsiStringToUnicodeString	77f51502
	4cf08	  573  RtlFreeUnicodeString	77f52599
	4ceea	  126  NtCreateSymbolicLinkObject	77f7e6f3
	4ced2	  180  NtMakeTemporaryObject	77f7ea43
	4ceb6	  203  NtOpenSymbolicLinkObject	77f7eba3
	4ce9a	  247  NtQuerySymbolicLinkObject	77f7ee53
	4ce90	   98  NtClose	77f7e543
	4ce78	  621  RtlInitUnicodeString	77f7f5df
	4ce6a	  189  NtOpenEvent	77f7ead3
	4ce5a	   97  NtClearEvent	77f7e533
	4d3f6	  698  RtlNtStatusToDosError	77f51220
	4d40e	  353  NtWriteFile	77f7f4d3
	4d41c	  251  NtQuerySystemTime	77f7ee93

 0004c9e0	0004cb28 ffffffff ffffffff 0004d03c 000010d0

	DLL Name: dmutil.dll
	vma:  Hint/Ord Member-Name Bound-To
	4d022	   12  GetInstallDirectoryPath	72952410
	4d00c	    1  AddEntryBootFileMbr	72952213
	4cff6	    0  AddEntryBootFileGpt	729524ab

 0004c9f4	0004ca90 ffffffff ffffffff 0004d266 00001038

	DLL Name: KERNEL32.dll
	vma:  Hint/Ord Member-Name Bound-To
	4d20e	  348  GetLocalTime	77e30f89
	4d1fc	  224  FormatMessageA	77e36a60
	4d1ee	  825  TlsSetValue	77e39b39
	4d1e0	  824  TlsGetValue	77e38b61
	4d1d2	   77  CreateFileW	77e379b1
	4d1c0	  818  TerminateThread	77e35ceb
	4d1b0	  684  ResumeThread	77e2e154
	4d1a8	  809  Sleep	77e21be6
	4d192	  423  GetSystemDirectoryW	77e2a961
	4d180	  635  QueryDosDeviceW	77e2c506
	4d170	  346  GetLastError	77f5157d
	4d21e	  424  GetSystemInfo	77e3c3a5
	4d162	   74  CreateFileA	77e3a837
	4d150	  127  DeviceIoControl	77e33d45
	4d140	   87  CreateMutexA	77e3c2c4
	4d12c	   97  CreateSemaphoreA	77e29e9d
	4d118	  670  ReleaseSemaphore	77e33371
	4d108	  669  ReleaseMutex	77e376a0
	4d0f4	  260  GetComputerNameW	77e2c324
	4d0e4	   70  CreateEventA	77e337de
	4d0d4	  101  CreateThread	77e3ac37
	4d0c4	  426  GetSystemTime	77e21608
	4d0b6	   44  CloseHandle	77e37963
	4d0aa	  748  SetEvent	77e34a3b
	4d094	  869  WaitForSingleObject	77e39d5b
	4d07a	  867  WaitForMultipleObjects	77e34c59
	4d06e	  822  TlsAlloc	77e3c5b4
	4d052	  128  DisableThreadLibraryCalls	77e3c313
	4d048	  823  TlsFree	77e32b29
	4d22e	  495  HeapAlloc	77f516f8
	4d23a	  395  GetProcessHeap	77e37cb7
	4d24c	  505  HeapReAlloc	77f5722f
	4d25a	  501  HeapFree	77f51597

 0004ca08	0004cb20 ffffffff ffffffff 0004d280 000010c8

	DLL Name: USER32.dll
	vma:  Hint/Ord Member-Name Bound-To
	4d274	  729  wsprintfW	77cfa92c

 0004ca1c	0004ca58 ffffffff ffffffff 0004d36a 00001000

	DLL Name: ADVAPI32.dll
	vma:  Hint/Ord Member-Name Bound-To
	4d2f6	  482  RegOpenKeyExW	77d81a6b
	4d2e2	  492  RegQueryValueExW	77d81b65
	4d2ce	  491  RegQueryValueExA	77d823d7
	4d2c0	  456  RegCloseKey	77d8189a
	4d2ae	  504  RegSetValueExA	77d859f0
	4d29c	  460  RegCreateKeyExA	77d8590b
	4d28c	  481  RegOpenKeyExA	77d822ea
	4d35a	  470  RegEnumKeyExW	77d871c5
	4d348	  505  RegSetValueExW	77d8580b
	4d336	  461  RegCreateKeyExW	77d8567c
	4d326	  464  RegDeleteKeyW	77d8b065
	4d318	  474  RegFlushKey	77d8af7f
	4d306	  466  RegDeleteValueW	77d85bb1

 0004ca30	0004cb18 ffffffff ffffffff 0004d386 000010c0

	DLL Name: RPCRT4.dll
	vma:  Hint/Ord Member-Name Bound-To
	4d378	  476  UuidCreate	77c77cb6

 0004ca44	00000000 00000000 00000000 00000000 00000000

There is an export table in .text at 0x6cc8d430

The Export Tables (interpreted .text section contents)

Export Flags 			0
Time/Date stamp 		3b7d71ec
Major/Minor 			0/0
Name 				0004d46c dmconfig.dll
Ordinal Base 			1
Number in:
	Export Address Table 		00000002
	[Name Pointer/Ordinal] Table	00000002
Table Addresses
	Export Address Table 		0004d458
	Name Pointer Table 		0004d460
	Ordinal Table 			0004d468

Export Address Table -- Ordinal Base 1
	[   0] +base[   1] a6c0 Export RVA
	[   1] +base[   2] 13f6f Export RVA

[Ordinal/Name Pointer] Table
	[   0] DllMain
	[   1] cs_get_api_calls


PE File Base Relocations (interpreted .reloc section contents)

Virtual Address: 00001000 Chunk size 364 (0x16c) Number of fixups 178
	reloc    0 offset  9bc [19bc] HIGHLOW
	reloc    1 offset  9c4 [19c4] HIGHLOW
	reloc    2 offset  9cc [19cc] HIGHLOW
	reloc    3 offset  9d4 [19d4] HIGHLOW
	reloc    4 offset  9dc [19dc] HIGHLOW
	reloc    5 offset  9e4 [19e4] HIGHLOW
	reloc    6 offset  9ec [19ec] HIGHLOW
	reloc    7 offset  9f4 [19f4] HIGHLOW
	reloc    8 offset  9fc [19fc] HIGHLOW
	reloc    9 offset  a04 [1a04] HIGHLOW
	reloc   10 offset  a0c [1a0c] HIGHLOW
	reloc   11 offset  a14 [1a14] HIGHLOW
	reloc   12 offset  a1c [1a1c] HIGHLOW
	reloc   13 offset  a24 [1a24] HIGHLOW
	reloc   14 offset  a2c [1a2c] HIGHLOW
	reloc   15 offset  a34 [1a34] HIGHLOW
	reloc   16 offset  a3c [1a3c] HIGHLOW
	reloc   17 offset  a44 [1a44] HIGHLOW
	reloc   18 offset  a4c [1a4c] HIGHLOW
	reloc   19 offset  a54 [1a54] HIGHLOW
	reloc   20 offset  a5c [1a5c] HIGHLOW
	reloc   21 offset  a64 [1a64] HIGHLOW
	reloc   22 offset  a6c [1a6c] HIGHLOW
	reloc   23 offset  a74 [1a74] HIGHLOW
	reloc   24 offset  a7c [1a7c] HIGHLOW
	reloc   25 offset  a84 [1a84] HIGHLOW
	reloc   26 offset  a8c [1a8c] HIGHLOW
	reloc   27 offset  a94 [1a94] HIGHLOW
	reloc   28 offset  a9c [1a9c] HIGHLOW
	reloc   29 offset  aa4 [1aa4] HIGHLOW
	reloc   30 offset  aac [1aac] HIGHLOW
	reloc   31 offset  ab4 [1ab4] HIGHLOW
	reloc   32 offset  abc [1abc] HIGHLOW
	reloc   33 offset  ac4 [1ac4] HIGHLOW
	reloc   34 offset  acc [1acc] HIGHLOW
	reloc   35 offset  ad4 [1ad4] HIGHLOW
	reloc   36 offset  adc [1adc] HIGHLOW
	reloc   37 offset  ae4 [1ae4] HIGHLOW
	reloc   38 offset  aec [1aec] HIGHLOW
	reloc   39 offset  af4 [1af4] HIGHLOW
	reloc   40 offset  afc [1afc] HIGHLOW
	reloc   41 offset  b04 [1b04] HIGHLOW
	reloc   42 offset  b0c [1b0c] HIGHLOW
	reloc   43 offset  b14 [1b14] HIGHLOW
	reloc   44 offset  b1c [1b1c] HIGHLOW
	reloc   45 offset  b24 [1b24] HIGHLOW
	reloc   46 offset  b2c [1b2c] HIGHLOW
	reloc   47 offset  b34 [1b34] HIGHLOW
	reloc   48 offset  b3c [1b3c] HIGHLOW
	reloc   49 offset  b44 [1b44] HIGHLOW
	reloc   50 offset  b4c [1b4c] HIGHLOW
	reloc   51 offset  b54 [1b54] HIGHLOW
	reloc   52 offset  b5c [1b5c] HIGHLOW
	reloc   53 offset  b64 [1b64] HIGHLOW
	reloc   54 offset  b6c [1b6c] HIGHLOW
	reloc   55 offset  b74 [1b74] HIGHLOW
	reloc   56 offset  b7c [1b7c] HIGHLOW
	reloc   57 offset  b84 [1b84] HIGHLOW
	reloc   58 offset  b8c [1b8c] HIGHLOW
	reloc   59 offset  b94 [1b94] HIGHLOW
	reloc   60 offset  b9c [1b9c] HIGHLOW
	reloc   61 offset  ba4 [1ba4] HIGHLOW
