
mlang.dll:     file format pei-i386
mlang.dll
architecture: i386, flags 0x0000010b:
HAS_RELOC, EXEC_P, HAS_DEBUG, D_PAGED
start address 0x74cd136f

Characteristics 0x210e
	executable
	line numbers stripped
	symbols stripped
	32 bit words
	DLL

Time/Date		Mon Apr 14 11:24:47 2008
Magic			010b	(PE32)
MajorLinkerVersion	7
MinorLinkerVersion	10
SizeOfCode		00021000
SizeOfInitializedData	0006e000
SizeOfUninitializedData	00000000
AddressOfEntryPoint	0000136f
BaseOfCode		00001000
BaseOfData		00022000
ImageBase		74cd0000
SectionAlignment	00001000
FileAlignment		00000200
MajorOSystemVersion	5
MinorOSystemVersion	1
MajorImageVersion	5
MinorImageVersion	1
MajorSubsystemVersion	4
MinorSubsystemVersion	0
Win32Version		00000000
SizeOfImage		00091000
SizeOfHeaders		00000400
CheckSum		00098ae6
Subsystem		00000002	(Windows GUI)
DllCharacteristics	00000000
SizeOfStackReserve	00040000
SizeOfStackCommit	00001000
SizeOfHeapReserve	00100000
SizeOfHeapCommit	00001000
LoaderFlags		00000000
NumberOfRvaAndSizes	00000010

The Data Directory
Entry 0 000015ac 000001d6 Export Directory [.edata (or where ever we found it)]
Entry 1 00021208 000000a0 Import Directory [parts of .idata]
Entry 2 00027000 00067448 Resource Directory [.rsrc]
Entry 3 00000000 00000000 Exception Directory [.pdata]
Entry 4 00000000 00000000 Security Directory
Entry 5 0008f000 00001fe8 Base Relocation Directory [.reloc]
Entry 6 00021e24 00000038 Debug Directory
Entry 7 00000000 00000000 Description Directory
Entry 8 00000000 00000000 Special Directory
Entry 9 00000000 00000000 Thread Storage Directory [.tls]
Entry a 00009f98 00000040 Load Configuration Directory
Entry b 00000288 000000a4 Bound Import Directory
Entry c 00001000 00000234 Import Address Table Directory
Entry d 00000000 00000000 Delay Import Directory
Entry e 00000000 00000000 CLR Runtime Header
Entry f 00000000 00000000 Reserved

There is an import table in .text at 0x74cf1208

The Import Tables (interpreted .text section contents)
 vma:            Hint    Time      Forward  DLL       First
                 Table   Stamp     Chain    Name      Thunk
 00021208	000212fc ffffffff ffffffff 000212a8 00001000

	DLL Name: ADVAPI32.dll
	vma:  Hint/Ord Member-Name Bound-To
	21530	  485  RegOpenKeyExW	77d86a9f
	21540	  495  RegQueryValueExW	77d86fef
	21554	  471  RegEnumKeyA	77d95398
	21562	  489  RegQueryInfoKeyA	77d94312
	21576	  475  RegEnumValueA	77da9b8f
	21586	  476  RegEnumValueW	77d87edd
	21596	  507  RegSetValueExA	77d8ead7
	215a8	  494  RegQueryValueExA	77d87aab
	215bc	  484  RegOpenKeyExA	77d87842
	215cc	  462  RegCreateKeyExA	77d8e9e4
	215de	  458  RegCloseKey	77d86c17
	215ec	  465  RegDeleteKeyA	77d94280
	215fc	  467  RegDeleteValueA	77d8ecd5

 0002121c	00021334 ffffffff ffffffff 000212b6 00001038

	DLL Name: GDI32.dll
	vma:  Hint/Ord Member-Name Bound-To
	2160e	  357  GetCurrentObject	77ed833d
	21622	  364  GetDeviceCaps	77ed5a69
	21632	  201  EnumFontFamiliesA	77ee9f58
	21646	  406  GetObjectA	77ed8d16
	21654	  203  EnumFontFamiliesExW	77edbbe9
	2166a	   58  CreateFontIndirectA	77edecbe
	21680	  527  SelectObject	77ed5b70
	21690	  442  GetTextFaceA	77edf941
	216a0	  143  DeleteObject	77ed6bfa
	216b0	  593  TranslateCharsetInfo	77eda8cb
	216c8	  202  EnumFontFamiliesExA	77effb47
	216de	    3  AddFontResourceA	77eea005

 00021230	00021368 ffffffff ffffffff 000212c0 0000106c

	DLL Name: KERNEL32.dll
	vma:  Hint/Ord Member-Name Bound-To
	216f2	  593  LocalReAlloc	7c830917
	21702	   55  CompareStringA	7c80d107
	21714	  599  LockResource	7c80cd27
	21724	  223  FindResourceA	7c80bf19
	21734	  862  UnmapViewOfFile	7c80ba04
	21746	  602  MapViewOfFile	7c80b995
	21756	   80  CreateFileMappingA	7c8094ee
	2176c	  347  GetFileSize	7c810b07
	2177a	   79  CreateFileA	7c801a28
	21788	  911  WriteFile	7c810e17
	21794	  441  GetSystemDirectoryA	7c814f7a
	217aa	  253  GetCPInfo	7c812f06
	217b6	  434  GetStringTypeExA	7c8770ef
	217ca	   56  CompareStringW	7c80a3ee
	217dc	  555  IsDBCSLeadByte	7c80b86c
	217ee	  943  lstrcmpiW	7c80aa26
	217fa	  488  GetWindowsDirectoryA	7c82134b
	21812	  478  GetVersionExA	7c812b6e
	21822	  660  QueryPerformanceCounter	7c80a4b7
	2183c	  468  GetTickCount	7c80932e
	2184c	  316  GetCurrentProcessId	7c8099b0
	21862	  448  GetSystemTimeAsFileTime	7c8017e9
	2187c	  842  TerminateProcess	7c801e1a
	21890	  859  UnhandledExceptionFilter	7c863e6a
	218ac	  822  SetUnhandledExceptionFilter	7c8449fd
	218ca	  246  GetACP	7c8099a5
	218d4	  556  IsDBCSLeadByteEx	7c87b4ee
	218e8	  583  LoadLibraryW	7c80aedb
	218f8	  373  GetModuleFileNameW	7c80b465
	2190e	  949  lstrcpynW	7c80ba7f
	2191a	  489  GetWindowsDirectoryW	7c80ae0b
	21932	  377  GetModuleHandleW	7c80e4cd
	21946	  952  lstrlenW	7c809a99
	21952	  360  GetLastError	7c94fe01
	21962	  536  InitializeCriticalSection	7c809f81
	2197e	  127  DeleteCriticalSection	7c95135a
	21996	  544  InterlockedIncrement	7c8097f6
	219ae	  540  InterlockedDecrement	7c80980a
	219c6	  586  LocalAlloc	7c809a1d
	219d4	  590  LocalFree	7c8099bf
	219e0	  615  MultiByteToWideChar	7c809c88
	219f6	  898  WideCharToMultiByte	7c80a164
	21a0c	  951  lstrlenA	7c80be46
	21a18	  579  LeaveCriticalSection	7c9410e0
	21a30	  150  EnterCriticalSection	7c941000
	21a48	  318  GetCurrentThreadId	7c8097b8
	21a5e	   49  CloseHandle	7c809bd7
	21a6c	  315  GetCurrentProcess	7c80de85
	21a80	  521  HeapDestroy	7c810f88
	21a8e	  408  GetProcAddress	7c80ae30
	21aa0	  561  IsValidCodePage	7c81115b
	21ab2	  225  FindResourceExW	7c80ad18
	21ac4	  585  LoadResource	7c80a045
	21ad4	  439  GetSystemDefaultLangID	7c812842
	21aee	  363  GetLocaleInfoA	7c80d2f2
	21b00	  939  lstrcmpA	7c830d64
	21b0c	  948  lstrcpynA	7c8101a1
	21b18	  942  lstrcmpiA	7c80bb31
	21b24	  374  GetModuleHandleA	7c80b731
	21b38	  580  LoadLibraryA	7c801d7b
	21b48	  137  DisableThreadLibraryCalls	7c811326
	21b64	  240  FreeLibrary	7c80ac6e
	21b72	  372  GetModuleFileNameA	7c80b55f

 00021244	00021468 ffffffff ffffffff 000212ce 0000116c

	DLL Name: msvcrt.dll
	vma:  Hint/Ord Member-Name Bound-To
	21b88	  543  _vsnprintf	4cefff8a
	21b96	  807  wcschr	4cf07eb8
	21ba0	  735  memmove	4cf072b0
	21baa	  531  _ultoa	4cedc24e
	21bb4	  776  strncpy	4cf07a90
	21bbe	  820  wcsstr	4cf08180
	21bc8	  677  free	4ceec21b
	21bd0	  644  atoi	4cedbf18
	21bd8	  766  strchr	4cf07660
	21be2	  780  strstr	4cf07c60
	21bec	  778  strrchr	4cf07be0
	21bf6	  315  _initterm	4cef9d67
	21c02	  182  _adjust_fdiv	4cf223d8
	21c12	  728  malloc	4ceec407
	21c1c	  775  strncmp	4cf07a50
	21c26	  237  _except_handler3	4cef5c94

 00021258	000214ac ffffffff ffffffff 000212da 000011b0

	DLL Name: ole32.dll
	vma:  Hint/Ord Member-Name Bound-To
	21c3a	   99  CoTaskMemAlloc	7698d060
	21c4c	  100  CoTaskMemFree	7698d044
	21c5c	  145  CreateStreamOnHGlobal	76995e80

 0002126c	000214bc ffffffff ffffffff 000212e4 000011c0

	DLL Name: USER32.dll
	vma:  Hint/Ord Member-Name Bound-To
	21c74	  273  GetDlgItem	77d0436e
	21c82	  571  SendMessageA	77d0f3c2
	21c92	  330  GetPropA	77d10042
	21c9e	  198  EndDialog	77d04a4e
	21caa	  618  SetPropA	77d10000
	21cb6	  325  GetParent	77d0910f
	21cc2	  372  GetWindowRect	77d090b4
	21cd2	  489  MoveWindow	77d0b29e
	21ce0	  511  PostMessageA	77d0aafd
	21cf0	   43  CharNextExA	77d4984e
	21cfe	  728  wsprintfA	77cfa8ad
	21d0a	  279  GetForegroundWindow	77d09823
	21d20	  157  DialogBoxIndirectParamW	77d12072
	21d3a	  159  DialogBoxParamW	77d047ab
	21d4c	  483  MessageBoxW	77d46534
	21d5a	   38  CharLowerA	77d08717
	21d68	  270  GetDesktopWindow	77d0d1d2
	21d7c	  355  GetTopWindow	77d0f25b
	21d8c	  268  GetDC	77cf86c7
	21d94	  554  ReleaseDC	77cf869d
	21da0	  456  LoadStringA	77d0c908
	21dae	   42  CharNextA	77d0c8b0
	21dba	  349  GetSystemMetrics	77cf8f9c
	21dce	  596  SetDlgItemTextW	77d0736c

 00021280	00021520 ffffffff ffffffff 000212f0 00001224

	DLL Name: VERSION.dll
	vma:  Hint/Ord Member-Name Bound-To
	21de0	    1  GetFileVersionInfoSizeA	77bb19ef
	21dfa	    0  GetFileVersionInfoA	77bb1a40
	21e10	   10  VerQueryValueA	77bb18aa

 00021294	00000000 00000000 00000000 00000000 00000000

There is an export table in .text at 0x74cd15ac

The Export Tables (interpreted .text section contents)

Export Flags 			0
Time/Date stamp 		48025c67
Major/Minor 			0/0
Name 				00001660 MLANG.dll
Ordinal Base 			110
Number in:
	Export Address Table 		0000000e
	[Name Pointer/Ordinal] Table	0000000e
Table Addresses
	Export Address Table 		000015d4
	Name Pointer Table 		0000160c
	Ordinal Table 			00001644

Export Address Table -- Ordinal Base 110
	[   0] +base[ 110] 13cd4 Export RVA
	[   1] +base[ 111] 13d72 Export RVA
	[   2] +base[ 112] 4769 Export RVA
	[   3] +base[ 113] 13d9e Export RVA
	[   4] +base[ 114] 1eb21 Export RVA
	[   5] +base[ 115] 5c08 Export RVA
	[   6] +base[ 116] 2938 Export RVA
	[   7] +base[ 117] a0c3 Export RVA
	[   8] +base[ 118] a0db Export RVA
	[   9] +base[ 119] 1a3d0 Export RVA
	[  10] +base[ 120] 58ff Export RVA
	[  11] +base[ 121] 5a46 Export RVA
	[  12] +base[ 122] e783 Export RVA
	[  13] +base[ 123] e678 Export RVA

[Ordinal/Name Pointer] Table
	[   3] ConvertINetMultiByteToUnicode
	[   4] ConvertINetReset
	[   1] ConvertINetString
	[   2] ConvertINetUnicodeToMultiByte
	[   5] DllCanUnloadNow
	[   6] DllGetClassObject
	[   7] DllRegisterServer
	[   8] DllUnregisterServer
	[   9] GetGlobalFontLinkObject
	[   0] IsConvertINetStringAvailable
	[  10] LcidToRfc1766A
	[  11] LcidToRfc1766W
	[  12] Rfc1766ToLcidA
	[  13] Rfc1766ToLcidW


PE File Base Relocations (interpreted .reloc section contents)

Virtual Address: 00001000 Chunk size 436 (0x1b4) Number of fixups 214
	reloc    0 offset  23b [123b] HIGHLOW
	reloc    1 offset  261 [1261] HIGHLOW
	reloc    2 offset  268 [1268] HIGHLOW
	reloc    3 offset  26c [126c] HIGHLOW
	reloc    4 offset  270 [1270] HIGHLOW
	reloc    5 offset  274 [1274] HIGHLOW
	reloc    6 offset  278 [1278] HIGHLOW
	reloc    7 offset  27c [127c] HIGHLOW
	reloc    8 offset  280 [1280] HIGHLOW
	reloc    9 offset  284 [1284] HIGHLOW
	reloc   10 offset  288 [1288] HIGHLOW
	reloc   11 offset  28c [128c] HIGHLOW
	reloc   12 offset  290 [1290] HIGHLOW
	reloc   13 offset  294 [1294] HIGHLOW
	reloc   14 offset  298 [1298] HIGHLOW
	reloc   15 offset  29c [129c] HIGHLOW
	reloc   16 offset  2a0 [12a0] HIGHLOW
	reloc   17 offset  2a4 [12a4] HIGHLOW
	reloc   18 offset  2a8 [12a8] HIGHLOW
	reloc   19 offset  2ac [12ac] HIGHLOW
	reloc   20 offset  2b0 [12b0] HIGHLOW
	reloc   21 offset  2b4 [12b4] HIGHLOW
	reloc   22 offset  2b8 [12b8] HIGHLOW
	reloc   23 offset  2bc [12bc] HIGHLOW
	reloc   24 offset  2c0 [12c0] HIGHLOW
	reloc   25 offset  2c4 [12c4] HIGHLOW
	reloc   26 offset  2c8 [12c8] HIGHLOW
	reloc   27 offset  2cc [12cc] HIGHLOW
	reloc   28 offset  2d0 [12d0] HIGHLOW
	reloc   29 offset  2d4 [12d4] HIGHLOW
	reloc   30 offset  2d8 [12d8] HIGHLOW
	reloc   31 offset  2dc [12dc] HIGHLOW
	reloc   32 offset  2e0 [12e0] HIGHLOW
	reloc   33 offset  2e4 [12e4] HIGHLOW
	reloc   34 offset  315 [1315] HIGHLOW
	reloc   35 offset  31c [131c] HIGHLOW
	reloc   36 offset  32d [132d] HIGHLOW
	reloc   37 offset  335 [1335] HIGHLOW
	reloc   38 offset  342 [1342] HIGHLOW
	reloc   39 offset  347 [1347] HIGHLOW
	reloc   40 offset  34c [134c] HIGHLOW
	reloc   41 offset  351 [1351] HIGHLOW
	reloc   42 offset  35c [135c] HIGHLOW
	reloc   43 offset  392 [1392] HIGHLOW
	reloc   44 offset  400 [1400] HIGHLOW
	reloc   45 offset  406 [1406] HIGHLOW
	reloc   46 offset  40d [140d] HIGHLOW
	reloc   47 offset  413 [1413] HIGHLOW
	reloc   48 offset  419 [1419] HIGHLOW
	reloc   49 offset  41e [141e] HIGHLOW
	reloc   50 offset  423 [1423] HIGHLOW
	reloc   51 offset  430 [1430] HIGHLOW
	reloc   52 offset  43d [143d] HIGHLOW
	reloc   53 offset  44c [144c] HIGHLOW
	reloc   54 offset  468 [1468] HIGHLOW
	reloc   55 offset  472 [1472] HIGHLOW
	reloc   56 offset  47f [147f] HIGHLOW
	reloc   57 offset  489 [1489] HIGHLOW
	reloc   58 offset  48f [148f] HIGHLOW
	reloc   59 offset  494 [1494] HIGHLOW
	reloc   60 offset  4a0 [14a0] HIGHLOW
	reloc   61 offset  4a4 [14a4] HIGHLOW
	reloc   62 offset  4a8 [14a8] HIGHLOW
	reloc   63 offset  4ac [14ac] HIGHLOW
	reloc   64 offset  4b0 [14b0] HIGHLOW
	reloc   65 offset  4c9 [14c9] HIGHLOW
	reloc   66 offset  502 [1502] HIGHLOW
	reloc   67 offset  507 [1507] HIGHLOW
	reloc   68 offset  50c [150c] HIGHLOW
	reloc   69 offset  525 [1525] HIGHLOW
	reloc   70 offset  586 [1586] HIGHLOW
	reloc   71 offset  58b [158b] HIGHLOW
	reloc   72 offset  590 [1590] HIGHLOW
	reloc   73 offset  793 [1793] HIGHLOW
	reloc   74 offset  79b [179b] HIGHLOW
	reloc   75 offset  7a3 [17a3] HIGHLOW
	reloc   76 offset  7bd [17bd] HIGHLOW
	reloc   77 offset  7cb [17cb] HIGHLOW
	reloc   78 offset  7d2 [17d2] HIGHLOW
	reloc   79 offset  7df [17df] HIGHLOW
	reloc   80 offset  7e5 [17e5] HIGHLOW
	reloc   81 offset  827 [1827] HIGHLOW
	reloc   82 offset  856 [1856] HIGHLOW
	reloc   83 offset  866 [1866] HIGHLOW
	reloc   84 offset  86e [186e] HIGHLOW
	reloc   85 offset  87c [187c] HIGHLOW
	reloc   86 offset  88a [188a] HIGHLOW
	reloc   87 offset  898 [1898] HIGHLOW
	reloc   88 offset  8a6 [18a6] HIGHLOW
	reloc   89 offset  8b4 [18b4] HIGHLOW
	reloc   90 offset  8c2 [18c2] HIGHLOW
	reloc   91 offset  8d5 [18d5] HIGHLOW
	reloc   92 offset  8df [18df] HIGHLOW
	reloc   93 offset  8e5 [18e5] HIGHLOW
	reloc   94 offset  8ea [18ea] HIGHLOW
	reloc   95 offset  906 [1906] HIGHLOW
	reloc   96 offset  917 [1917] HIGHLOW
	reloc   97 offset  928 [1928] HIGHLOW
